loggingTime(txt)|loggingSample(N)|accelerometerTimestamp_sinceReboot(s)|accelerometerAccelerationX(G)|accelerometerAccelerationY(G)|accelerometerAccelerationZ(G)|gyroTimestamp_sinceReboot(s)|gyroRotationX(rad/s)|gyroRotationY(rad/s)|gyroRotationZ(rad/s)|motionTimestamp_sinceReboot(s)|motionYaw(rad)|motionRoll(rad)|motionPitch(rad)|motionRotationRateX(rad/s)|motionRotationRateY(rad/s)|motionRotationRateZ(rad/s)|motionUserAccelerationX(G)|motionUserAccelerationY(G)|motionUserAccelerationZ(G)|motionAttitudeReferenceFrame(txt)|motionQuaternionX(R)|motionQuaternionY(R)|motionQuaternionZ(R)|motionQuaternionW(R)|motionGravityX(G)|motionGravityY(G)|motionGravityZ(G)|motionMagneticFieldX(µT)|motionMagneticFieldY(µT)|motionMagneticFieldZ(µT)|motionHeading(°)|motionMagneticFieldCalibrationAccuracy(Z)|activityTimestamp_sinceReboot(s)|activity(txt)|activityActivityConfidence(Z)|activityActivityStartDate(txt)|deviceID(txt)|deviceOrientationTimeStamp_since1970(s)|deviceOrientation(Z)|label(N)
2021-02-05 14:20:59.657 +0000|25|5229.834355916667|-0.3808746337890625|-0.00360107421875|-0.26947021484375|5229.834355916667|-1.291693568229675|-1.676015138626099|-1.36477255821228|5229.824304916667|-1.409327718593972|-0.488013280511871|0.4652134523191126|-1.182527184486389|-1.326534390449524|-1.43723464012146|0.03932803869247437|0.4400686621665955|0.5246425271034241|XArbitraryCorrectedZVertical|-0.01812735009004968|0.3239946303276062|0.6540872943490189|-0.6832779507896785|-0.4190430343151093|-0.4486135840415955|-0.7893977761268616|-34.24702072143555|-51.13277435302734|-121.6061248779297|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:20:59.698 +0000|26|5229.874562916667|-0.647064208984375|0.0293731689453125|-0.191375732421875|5229.834355916667|-1.291693568229675|-1.676015138626099|-1.36477255821228|5229.849431916667|-1.460193228338322|-0.5138991914509039|0.4515544393704891|-1.503130793571472|-2.796830177307129|-1.218019843101501|-0.03627091646194458|0.3998046517372131|0.4521754384040833|XArbitraryCorrectedZVertical|0.003862217237227031|0.3289525911106093|0.6710646785601184|-0.6644151325682404|-0.4423057436943054|-0.4363647103309631|-0.7835505604743958|-33.90594863891602|-50.7742919921875|-122.2501449584961|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:20:59.746 +0000|27|5229.914769916667|-0.928466796875|1.061080932617188|0.0330810546875|5229.914769916667|-3.626529693603516|-1.959880113601685|-1.322023272514343|5229.899690916667|-1.563196676637997|-0.6348464574412269|0.3965515158015573|-2.833885669708252|-2.658996820449829|-0.975787341594696|-0.3422807455062866|1.299371480941772|0.7387899160385132|XArbitraryCorrectedZVertical|0.08272513466207894|0.3490216400912343|0.6997511218904386|-0.6178098108905754|-0.5470319986343384|-0.386239767074585|-0.7426809072494507|-35.5816650390625|-48.73226547241211|-124.4565734863281|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:20:59.777 +0000|28|5229.954976916667|-0.65899658203125|0.7353515625|-0.183441162109375|5229.954976916667|-3.534371614456177|-1.891371607780457|-1.015357613563538|5229.949948916667|-1.729188332099415|-0.6715218884739953|0.2913456864185421|-3.551086187362671|-1.758133411407471|-1.075219035148621|-0.07077431678771973|1.022547245025635|0.5612242817878723|XArbitraryCorrectedZVertical|0.1590895467215929|0.3158299555705378|0.7417764278860915|-0.5698330741653825|-0.5959584712982178|-0.2872414588928223|-0.7498838901519775|-37.68954849243164|-44.49767684936523|-128.2440948486328|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:20:59.822 +0000|29|5229.995182916667|-0.987060546875|0.7601165771484375|-0.0680084228515625|5229.954976916667|-3.534371614456177|-1.891371607780457|-1.015357613563538|5229.975079916667|-1.807960582389139|-0.7050498630907571|0.2343194573715091|-4.012470245361328|-2.611748695373535|-0.7190435528755188|-0.185174822807312|0.9850649833679199|0.6390064358711243|XArbitraryCorrectedZVertical|0.2016001273452014|0.2982847013845814|0.7573775483099809|-0.5447595206916533|-0.6303616762161255|-0.2321810871362686|-0.740767240524292|-38.70032501220703|-40.98496246337891|-130.6632080078125|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:20:59.877 +0000|30|5230.035389916667|-1.025772094726562|0.992828369140625|-0.6177978515625|5230.035389916667|-4.726274490356445|-2.867955684661865|-0.2228570431470871|5230.025337916667|-2.007750964795818|-0.815151391449418|0.06958703794841456|-5.116138935089111|-2.752732038497925|-0.4068748652935028|-0.3098970055580139|1.062649130821228|0.07098519802093506|XArbitraryCorrectedZVertical|0.3170200740712721|0.2396852018515521|0.7813944555005203|-0.4811154085441293|-0.7260679602622986|-0.06953088939189911|-0.6840985417366028|-42.69361877441406|-33.00503540039062|-133.3974609375|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:20:59.898 +0000|31|5230.075596916667|-0.8767852783203125|0.9562530517578125|-0.39208984375|5230.075596916667|-5.044707298278809|-2.207083702087402|0.7107225656509399|5230.050465916667|-2.098936545543451|-0.8846852886430822|-0.005537524850018825|-4.418958187103271|-2.930588960647583|0.1525638252496719|-0.1496055722236633|0.9624800682067871|0.08133828639984131|XArbitraryCorrectedZVertical|0.3724387733514168|0.2110158901290072|0.7831024207498178|-0.4511232843442333|-0.7737037539482117|0.005537496414035559|-0.6335232853889465|-44.5745849609375|-29.09731292724609|-134.0030822753906|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:20:59.939 +0000|32|5230.115803916667|-1.063705444335938|1.016006469726562|-1.032928466796875|5230.075596916667|-5.044707298278809|-2.207083702087402|0.7107225656509399|5230.100723916667|-2.285893839684021|-1.02844220358005|-0.1718950404726556|-5.0184006690979|-3.032617330551147|0.496648371219635|-0.186049222946167|0.8672955632209778|-0.3319377303123474|XArbitraryCorrectedZVertical|0.4768799133144287|0.1353222389621093|0.7717509220270835|-0.3983391646009459|-0.8438733220100403|0.1710497736930847|-0.5085468888282776|-49.56489944458008|-19.98816680908203|-133.2645568847656|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:21:00.001 +0000|33|5230.156009916667|-0.1008148193359375|-1.798126220703125|0.305267333984375|5230.156009916667|-4.796675682067871|-5.127224445343018|-0.448000431060791|5230.150982916667|-2.450649729349569|-1.217522550221654|-0.2718387388466268|-3.47256326675415|-2.720866441726685|-0.1806812286376953|1.314283609390259|-2.814386367797852|0.5915371179580688|XArbitraryCorrectedZVertical|0.5707449300979897|0.08727438854344108|0.7385279432827696|-0.3481522446890682|-0.9037917256355286|0.2685030996799469|-0.3332668244838715|-54.45083618164062|-11.92740631103516|-129.1522827148438|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:21:00.019 +0000|34|5230.196216916667|-2.11328125|1.548065185546875|-1.708877563476562|5230.196216916667|-5.458738803863525|-2.042710304260254|0.9117954969406128|5230.176113916667|-2.607217857024576|-1.393619193104754|-0.3214696094697828|-7.315282821655273|-4.369013786315918|1.110612630844116|-0.8519542217254639|0.7669245004653931|-0.7649215459823608|XArbitraryCorrectedZVertical|0.6434282224975434|0.04887555143167027|0.7030296548245768|-0.2989324499881014|-0.9339191913604736|0.3159612119197845|-0.1672226041555405|-56.22059631347656|-9.632286071777344|-127.074951171875|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:21:00.059 +0000|35|5230.236423916667|-1.891250610351562|0.82159423828125|-1.53594970703125|5230.236423916667|-1.135511159896851|-1.818058252334595|0.2476183176040649|5230.226371916667|-2.83018660590783|-1.595408932775298|-0.3711973770384432|-1.068223476409912|-2.319263458251953|-0.03302010893821716|-0.9722276329994202|0.4883274137973785|-1.610595703125|XArbitraryCorrectedZVertical|0.7149370337099864|-0.01822211791133724|0.6575724508662449|-0.2369207205564812|-0.9316114187240601|0.3627315163612366|0.02293401584029198|-60.24510192871094|-2.065597534179688|-118.159065246582|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:21:00.118 +0000|36|5230.276629916667|-1.789703369140625|0.0547332763671875|-1.019027709960938|5230.276629916667|-1.613945960998535|-0.009302421472966671|-0.1340520828962326|5230.251498916667|-2.86310798710248|-1.64733998515407|-0.3759283249896275|-1.411242127418518|-0.6696741580963135|0.3816097974777222|-0.8108071088790894|0.01566103100776672|-1.202598571777344|XArbitraryCorrectedZVertical|0.7313706867315587|-0.02571702888490754|0.6420765261826656|-0.228414666828351|-0.9274436235427856|0.3671361804008484|0.07112889736890793|-60.91876983642578|-0.9104461669921875|-115.8726806640625|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:21:00.139 +0000|37|5230.316836916667|-2.0579833984375|-0.0644683837890625|-1.138427734375|5230.316836916667|-2.232784986495972|0.9376143217086792|-1.283354997634888|5230.301757916667|-2.956762453165841|-1.680641750574275|-0.3571346509473926|-2.370376825332642|0.6066132783889771|-1.03829300403595|-1.140292644500732|-0.4908417761325836|-1.026245832443237|XArbitraryCorrectedZVertical|0.7408222017729237|-0.05036136453627177|0.641603270599879|-0.1923316327888622|-0.9312557578086853|0.3495911061763763|0.102707602083683|-61.57015228271484|0.3865890502929688|-113.0525817871094|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:21:00.179 +0000|38|5230.357043916667|-2.179046630859375|0.0489501953125|-1.813064575195312|5230.357043916667|-0.3344834446907043|0.5335467457771301|-1.799401044845581|5230.352015916667|-3.040062131651721|-1.671916277109067|-0.2772288097098531|-0.5578213334083557|0.461942732334137|-1.715404510498047|-1.213231086730957|-0.218912273645401|-1.911454916000366|XArbitraryCorrectedZVertical|0.7385770363058545|-0.05523227244167542|0.6579788758940381|-0.1360778743375929|-0.956904411315918|0.273691326379776|0.09709328413009644|-61.93576812744141|0.8047866821289062|-111.5634002685547|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:21:00.236 +0000|39|5230.397250916667|-2.141250610351562|0.362701416015625|-2.081283569335938|5230.397250916667|0.95428866147995|0.7300741672515869|-2.451107501983643|5230.377146916667|-3.038421820001098|-1.65460446898904|-0.2290225263229446|0.2780681252479553|0.911285936832428|-2.07211709022522|-1.214801669120789|-0.03891532123088837|-2.01261568069458|XArbitraryCorrectedZVertical|0.7343021008394373|-0.03952937897583034|0.6671997639265705|-0.1186689352130327|-0.9704705476760864|0.2270256876945496|0.08152429759502411|-62.54270172119141|0.131011962890625|-110.923942565918|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
2021-02-05 14:21:00.260 +0000|40|5230.437456916667|-2.07000732421875|1.232711791992188|-2.285736083984375|5230.437456916667|2.015678644180298|1.495394468307495|-2.887264490127563|5230.427405916667|-2.977563140155597|-1.606101189694806|-0.1056286632135212|1.699823021888733|1.027348756790161|-2.865630626678467|-1.075345993041992|1.099844098091125|-2.315603017807007|XArbitraryCorrectedZVertical|0.7190634470322602|0.02231944247556136|0.6881039373643248|-0.09467074291117734|-0.993806779384613|0.1054323464632034|0.0351007953286171|-63.99169921875|-2.551803588867188|-112.5407257080078|-1|1|5220.38669|unknown|2|2021-02-05 14:20:50.184 +0000|my_iOS_device|0|5|0
