"","rotation_x","rotation_y","rotation_z","acceleration_x","acceleration_y","acceleration_z"
"1",-2.82645463943481,2.21263742446899,0.91810667514801,-0.371414184570312,0.705718994140625,-0.189239501953125
"2",-3.10621619224548,1.76411712169647,0.949091911315918,-0.317489624023438,0.748046875,-0.0832061767578125
"3",-2.34258937835693,1.47028124332428,0.912499904632568,-0.345962524414062,1.02003479003906,-0.090240478515625
"4",-0.769217371940613,1.31832408905029,0.706806659698486,-0.385971069335938,0.950180053710938,-0.02276611328125
"5",0.0329420417547226,1.10695743560791,0.282931119203568,-0.415176391601562,0.909317016601562,0.0807952880859375
"6",0.456278830766678,0.807796120643616,-0.0019589476287365,-0.53961181640625,0.94683837890625,0.228302001953125
"7",0.581382632255554,0.544833600521088,0.0592275336384773,-0.552963256835938,1.0704345703125,0.187896728515625
"8",0.413542419672012,0.751425206661224,0.0717977434396744,-0.536209106445312,0.823638916015625,0.10357666015625
"9",-0.370694309473038,1.07629060745239,-0.0187120065093041,-0.509765625,0.627243041992188,0.0413665771484375
"10",-1.46607410907745,0.808519899845123,-0.234221220016479,-0.40521240234375,0.586013793945312,-0.154525756835938
"11",-1.09852886199951,0.433892548084259,-0.268401652574539,-0.417266845703125,0.8948974609375,-0.201644897460938
"12",0.302269041538239,0.645755290985107,-0.205240428447723,-0.775802612304688,1.10517883300781,-0.0997314453125
"13",-0.86529403924942,0.305920571088791,-0.252738177776337,-0.429580688476562,0.4600830078125,0.289199829101562
"14",-0.657356142997742,0.0609809048473835,-0.265929698944092,-0.641128540039062,1.00469970703125,0.35504150390625
"15",-0.011397959664464,-0.187922596931457,-0.193857446312904,-0.524612426757812,0.797882080078125,0.418838500976562
"16",-0.0687925443053246,-0.308833062648773,-0.0219895597547293,-0.55413818359375,0.797103881835938,0.220916748046875
"17",-0.382976919412613,0.335957854986191,0.0654211565852165,-0.511093139648438,1.02716064453125,0.246505737304688
"18",-0.949015974998474,0.27650573849678,0.196084529161453,-0.29345703125,1.18739318847656,0.047454833984375
"19",-1.91472816467285,0.376229733228684,0.39489296078682,-0.219558715820312,1.04353332519531,-0.227890014648438
"20",-2.0902669429779,0.431815981864929,0.461409598588943,-0.048828125,1.17854309082031,-0.3267822265625
"21",-1.31472849845886,0.499424785375595,0.448484897613525,0.0364227294921875,1.16221618652344,-0.35748291015625
"22",-0.824948787689209,0.548684298992157,0.502925992012024,0.0168304443359375,1.06076049804688,-0.244842529296875
"23",-0.190317675471306,0.471691250801086,0.386300384998321,-0.0161895751953125,1.009033203125,-0.238616943359375
"24",-0.0996780693531036,0.215071886777878,0.255906522274017,-0.042205810546875,0.885940551757812,-0.173614501953125
"25",-0.0862901955842972,-0.0231874510645866,0.1590905636549,-0.04229736328125,0.879669189453125,-0.16455078125
"26",0.00266364775598049,-0.0938309952616692,0.185455590486526,-0.06121826171875,0.90411376953125,-0.153289794921875
"27",0.112747512757778,-0.138720229268074,0.32264843583107,-0.05029296875,0.842941284179688,-0.0449066162109375
"28",0.0469261184334755,-0.300260752439499,0.449527889490128,-0.0500640869140625,0.7412109375,-0.008056640625
"29",-0.0680915638804436,-0.445019751787186,0.473348557949066,-0.0840911865234375,0.675689697265625,-0.158798217773438
"30",-0.112788043916225,-0.445810168981552,0.45373985171318,-0.1544189453125,0.65899658203125,-0.22314453125
"31",-0.12432599067688,-0.242583349347115,0.0841730087995529,-0.238128662109375,0.647415161132812,-0.203659057617188
"32",-0.179143115878105,-0.114530198276043,-0.510525226593018,-0.404953002929688,0.718048095703125,-0.04815673828125
"33",-0.411995112895966,0.0105821248143911,-0.781689465045929,-0.76416015625,0.957305908203125,0.091156005859375
"34",-0.930222988128662,0.133172169327736,-0.836311995983124,-0.753143310546875,0.975357055664062,0.1551513671875
"35",-1.51263332366943,0.245903089642525,-0.761650800704956,-0.740875244140625,0.774795532226562,0.140609741210938
"36",-2.0074999332428,0.601397752761841,-0.921429216861725,-0.80859375,0.586593627929688,0.0989990234375
"37",-2.21959853172302,0.804099440574646,-1.26148891448975,-0.84503173828125,0.657577514648438,0.065704345703125
"38",-1.49055874347687,1.24017679691315,-1.46582734584808,-0.854248046875,0.712570190429688,0.0835418701171875
"39",-1.08365213871002,1.52543687820435,-1.56838297843933,-0.768783569335938,0.5185546875,0.121734619140625
"40",-1.32815682888031,1.61397838592529,-1.54667532444,-0.673385620117188,0.251708984375,0.128280639648438
"41",-1.49380588531494,1.75592029094696,-1.54498183727264,-0.628341674804688,0.305633544921875,-0.007049560546875
"42",-1.2367525100708,1.94216358661652,-1.48544144630432,-0.636154174804688,0.230392456054688,-0.13946533203125
"43",-0.895648062229156,2.19320869445801,-1.66311180591583,-0.570587158203125,0.1395263671875,-0.117462158203125
"44",-0.608081340789795,2.2758891582489,-2.27481913566589,-0.70489501953125,0.214111328125,0.0078887939453125
"45",-0.527816534042358,2.40676140785217,-2.94425082206726,-0.826263427734375,0.417068481445312,0.0863037109375
"46",-1.04389572143555,2.09595346450806,-3.43630337715149,-0.859481811523438,0.732711791992188,0.200485229492188
"47",-1.56071639060974,1.6824254989624,-3.60599899291992,-0.808380126953125,1.26646423339844,0.0589752197265625
"48",-2.13535666465759,1.39670825004578,-3.33849406242371,-0.64410400390625,1.32662963867188,-0.08270263671875
"49",-1.95431673526764,1.05764603614807,-2.9418568611145,-0.697830200195312,1.93104553222656,0.28021240234375
"50",-0.821925222873688,1.03962934017181,-2.28627252578735,-0.664382934570312,2.04612731933594,0.630462646484375
"51",-0.0737453773617744,0.910445153713226,-1.56398642063141,-0.785324096679688,2.18222045898438,0.77154541015625
"52",-0.309225469827652,0.686324834823608,-0.585470855236053,-0.7913818359375,2.28614807128906,0.776657104492188
"53",-0.622032642364502,0.242268934845924,0.27650773525238,-0.788055419921875,2.1859130859375,0.76904296875
"54",-0.366008698940277,-0.237867206335068,1.03214371204376,-0.807998657226562,2.07882690429688,0.82568359375
"55",0.159654915332794,-0.771491646766663,1.63214707374573,-0.936187744140625,1.98179626464844,0.899703979492188
"56",0.791599273681641,-1.35044240951538,2.04376840591431,-1.224609375,1.94920349121094,0.925064086914062
"57",1.27539217472076,-1.84574353694916,2.51249361038208,-1.37544250488281,1.63078308105469,0.879638671875
"58",1.2595796585083,-2.3604109287262,2.91035270690918,-1.30281066894531,1.37672424316406,0.85577392578125
"59",1.29101705551148,-2.66671848297119,3.08004951477051,-1.13218688964844,1.29513549804688,0.933303833007812
"60",0.861982822418213,-2.87800812721252,3.0514566898346,-1.11485290527344,1.27914428710938,1.32887268066406
"61",0.426931977272034,-3.17409443855286,2.91286253929138,-1.2469482421875,1.29893493652344,1.44390869140625
"62",1.35498178005219,-3.44731473922729,3.06482076644898,-1.27079772949219,1.01126098632812,1.04742431640625
"63",2.35527157783508,-3.72851014137268,3.13589358329773,-1.28767395019531,0.647537231445312,0.908493041992188
"64",2.096440076828,-3.68172025680542,2.67601346969604,-1.38760375976562,0.220977783203125,0.631362915039062
"65",1.09255754947662,-3.02418375015259,1.80982398986816,-1.54936218261719,-0.345184326171875,0.279891967773438
"66",0.00938778091222048,-2.23395609855652,1.24497282505035,-1.35221862792969,-0.8431396484375,0.295639038085938
"67",0.448568642139435,-1.8469752073288,0.886011719703674,-1.47097778320312,-0.938232421875,0.273529052734375
